u:A4300-632243;ch:1;n:16384;d:0.00012207;eu:m/s^2;t:2022-11-04 16:48:30.737;s:0;
0;-0.831307;0;
122.07e-06;-0.125416;0;
244.141e-06;0.201803;0;
366.211e-06;-0.244858;0;
488.281e-06;-0.0436213;0;
610.352e-06;0.261455;0;
732.422e-06;-0.0224106;0;
854.492e-06;-0.346576;0;
976.562e-06;0.208091;0;
0.00109863;0.645883;0;
0.0012207;-0.349942;0;
0.00134277;-0.558365;0;
0.00146484;0.621871;0;
0.00158691;0.247690;0;
0.00170898;-0.968671;0;
0.00183105;-0.287423;0;
0.00195312;0.854472;0;
0.0020752;-0.156921;0;
0.00219727;-1.52486;0;
0.00231934;-0.252775;0;
0.00244141;0.975824;0;
0.00256348;-0.691579;0;
0.00268555;-1.20946;0;
0.00280762;1.08362;0;
0.00292969;1.29384;0;
0.00305176;-1.07991;0;
0.00317383;-1.27241;0;
0.0032959;0.959589;0;
0.00341797;1.31074;0;
0.00354004;-0.828330;0;
0.00366211;-1.49529;0;
0.00378418;0.455133;0;
0.00390625;1.22904;0;
0.00402832;-0.829352;0;
0.00415039;-1.68251;0;
0.00427246;0.568765;0;
0.00439453;1.64386;0;
0.0045166;-0.385447;0;
0.00463867;-1.62418;0;
0.00476074;0.286478;0;
0.00488281;1.86491;0;
0.00500488;-0.115455;0;
0.00512695;-1.81939;0;
0.00524902;0.460971;0;
0.00537109;2.16175;0;
0.00549316;-0.487984;0;
0.00561523;-2.38041;0;
0.0057373;0.386878;0;
0.00585938;2.00715;0;
0.00598145;-1.07130;0;
0.00610352;-2.02584;0;
0.00622559;1.53892;0;
0.00634766;2.55490;0;
0.00646973;-0.408216;0;
0.0065918;-1.38788;0;
0.00671387;0.821519;0;
0.00683594;1.33511;0;
0.00695801;-1.00045;0;
0.00708008;-1.45800;0;
0.00720215;0.777972;0;
0.00732422;1.10676;0;
0.00744629;-0.889661;0;
0.00756836;-1.13366;0;
0.00769043;0.698132;0;
0.0078125;1.02506;0;
0.00793457;-0.506936;0;
0.00805664;-0.855810;0;
0.00817871;0.290301;0;
0.00830078;0.678255;0;
0.00842285;0.0298917;0;
0.00854492;-0.0567546;0;
0.00866699;0.462122;0;
0.00878906;0.260432;0;
0.00891113;-0.344758;0;
0.0090332;-0.311621;0;
0.00915527;0.257170;0;
0.00927734;0.663431;0;
0.00939941;0.371003;0;
0.00952148;0.0683016;0;
0.00964355;0.158977;0;
0.00976562;-0.0991894;0;
0.0098877;-0.402079;0;
0.0100098;-0.441301;0;
0.0101318;-0.186151;0;
0.0102539;0.502415;0;
0.010376;0.415064;0;
0.010498;-0.321942;0;
0.0106201;-0.338214;0;
0.0107422;-0.0549713;0;
0.0108643;0.0409324;0;
0.0109863;-0.154634;0;
0.0111084;-0.339820;0;
0.0112305;0.133849;0;
0.0113525;0.300828;0;
0.0114746;0.0956478;0;
0.0115967;0.625674;0;
0.0117188;0.883457;0;
0.0118408;0.356579;0;
0.0119629;0.00572619;0;
0.012085;-0.218302;0;
0.012207;-0.228006;0;
0.0123291;0.0392581;0;
0.0124512;-0.181921;0;
0.0125732;-0.675357;0;
0.0126953;-0.693042;0;
0.0128174;-0.187821;0;
0.0129395;0.337156;0;
0.0130615;0.124019;0;
0.0131836;-0.424554;0;
0.0133057;-0.232185;0;
0.0134277;0.153655;0;
0.0135498;-0.183285;0;
0.0136719;-0.313688;0;
0.0137939;0.590608;0;
0.013916;0.909107;0;
0.0140381;-0.223005;0;
0.0141602;-0.305046;0;
0.0142822;0.976225;0;
0.0144043;0.462814;0;
0.0145264;-1.12473;0;
0.0146484;-0.864417;0;
0.0147705;0.321263;0;
0.0148926;0.597038;0;
0.0150146;-0.0323092;0;
0.0151367;-0.270685;0;
0.0152588;0.554930;0;
0.0153809;0.478564;0;
0.0155029;-0.800801;0;
0.015625;-0.548275;0;
0.0157471;0.914097;0;
0.0158691;0.765017;0;
0.0159912;-0.314516;0;
0.0161133;0.211787;0;
0.0162354;0.794339;0;
0.0163574;-0.467459;0;
0.0164795;-0.836663;0;
0.0166016;0.192142;0;
0.0167236;-0.0315493;0;
0.0168457;-0.590991;0;
0.0169678;-0.304547;0;
0.0170898;0.0141497;0;
0.0172119;0.292888;0;
0.017334;0.160305;0;
0.0174561;-0.199635;0;
0.0175781;-0.312614;0;
0.0177002;-0.594071;0;
0.0178223;-0.265585;0;
0.0179443;0.533815;0;
0.0180664;0.552761;0;
0.0181885;0.454092;0;
0.0183105;0.292687;0;
0.0184326;-0.241310;0;
0.0185547;-0.0808166;0;
0.0186768;0.503468;0;
0.0187988;0.261232;0;
0.0189209;-0.754251;0;
0.019043;-0.714966;0;
0.019165;0.929455;0;
0.0192871;1.06607;0;
0.0194092;-0.659291;0;
0.0195312;-0.523023;0;
0.0196533;0.931877;0;
0.0197754;0.153538;0;
0.0198975;-1.62012;0;
0.0200195;-0.460492;0;
0.0201416;1.97472;0;
0.0202637;0.928718;0;
0.0203857;-1.36777;0;
0.0205078;-0.0979500;0;
0.0206299;1.73032;0;
0.020752;-0.0238456;0;
0.020874;-1.55808;0;
0.0209961;0.337702;0;
0.0211182;1.37052;0;
0.0212402;-0.365678;0;
0.0213623;-0.988606;0;
0.0214844;0.245852;0;
0.0216064;0.644311;0;
0.0217285;-0.395699;0;
0.0218506;-0.926537;0;
0.0219727;0.0435270;0;
0.0220947;0.641649;0;
0.0222168;0.308140;0;
0.0223389;0.345744;0;
0.0224609;0.292079;0;
0.022583;0.152991;0;
0.0227051;0.359691;0;
0.0228271;-0.0979648;0;
0.0229492;-0.670220;0;
0.0230713;-0.355192;0;
0.0231934;0.0170088;0;
0.0233154;-0.207997;0;
0.0234375;-0.551712;0;
0.0235596;0.290880;0;
0.0236816;1.33572;0;
0.0238037;-0.195945;0;
0.0239258;-1.81356;0;
0.0240479;-0.156967;0;
0.0241699;1.25168;0;
0.024292;0.0189983;0;
0.0244141;-0.602260;0;
0.0245361;0.576239;0;
0.0246582;1.04876;0;
0.0247803;0.112999;0;
0.0249023;-0.172411;0;
0.0250244;0.214685;0;
0.0251465;-0.426522;0;
0.0252686;-0.852355;0;
0.0253906;-0.00858479;0;
0.0255127;0.330967;0;
0.0256348;-0.0157749;0;
0.0257568;0.250975;0;
0.0258789;0.494863;0;
0.026001;-0.513955;0;
0.026123;-1.40031;0;
0.0262451;-0.185008;0;
0.0263672;1.00936;0;
0.0264893;-0.239937;0;
0.0266113;-0.999224;0;
0.0267334;0.678744;0;
0.0268555;1.10260;0;
0.0269775;-0.595449;0;
0.0270996;-0.670380;0;
0.0272217;0.384209;0;
0.0273438;-0.0282252;0;
0.0274658;-0.499617;0;
0.0275879;-0.187983;0;
0.02771;-0.0427889;0;
0.027832;0.400663;0;
0.0279541;0.591592;0;
0.0280762;-0.589171;0;
0.0281982;-1.39751;0;
0.0283203;-0.195377;0;
0.0284424;0.965293;0;
0.0285645;-0.0450809;0;
0.0286865;-1.13623;0;
0.0288086;0.123799;0;
0.0289307;1.67091;0;
0.0290527;0.690387;0;
0.0291748;-1.28049;0;
0.0292969;-0.638816;0;
0.0294189;1.37094;0;
0.029541;0.228780;0;
0.0296631;-1.84496;0;
0.0297852;-0.187586;0;
0.0299072;1.83382;0;
0.0300293;0.567941;0;
0.0301514;-1.15569;0;
0.0302734;-0.848513;0;
0.0303955;0.630123;0;
0.0305176;0.966132;0;
0.0306396;-0.670363;0;
0.0307617;-1.07997;0;
0.0308838;1.22367;0;
0.0310059;1.78595;0;
0.0311279;-0.896015;0;
0.03125;-1.68178;0;
0.0313721;0.484338;0;
0.0314941;0.642723;0;
0.0316162;-1.44425;0;
0.0317383;-1.20607;0;
0.0318604;0.979990;0;
0.0319824;0.991858;0;
0.0321045;-0.545071;0;
0.0322266;-0.530861;0;
0.0323486;0.474552;0;
0.0324707;0.567452;0;
0.0325928;-0.418608;0;
0.0327148;-0.846649;0;
0.0328369;0.201445;0;
0.032959;0.565827;0;
0.0330811;-0.177389;0;
0.0332031;-0.101183;0;
0.0333252;0.155626;0;
0.0334473;-0.0327535;0;
0.0335693;-0.116903;0;
0.0336914;-0.181005;0;
0.0338135;-0.0453162;0;
0.0339355;-0.0427802;0;
0.0340576;-0.0345865;0;
0.0341797;0.346409;0;
0.0343018;0.197978;0;
0.0344238;0.160620;0;
0.0345459;0.616263;0;
0.034668;-0.100157;0;
0.03479;-0.923362;0;
0.0349121;0.233006;0;
0.0350342;1.25109;0;
0.0351562;-0.276468;0;
0.0352783;-1.61447;0;
0.0354004;0.170116;0;
0.0355225;1.58065;0;
0.0356445;-0.646087;0;
0.0357666;-1.93598;0;
0.0358887;0.713185;0;
0.0360107;1.68348;0;
0.0361328;-1.02801;0;
